IDENT;LIBELLE;VEHICULE;VOIRIE;INSEE
B_PAR55_R;La Pargaud;BUS;CHAUSSEE_ACCESS;33519
B_BAR30_A;M.A.S Barail;BUS;CHAUSSEE;33281
B_JCU73_R;Joliot Curie;BUS;CHAUSSEE;33281
B_COU13_R;Courteault;BUS;CHAUSSEE;33063
B_MAD42_R;La Madeleine;BUS;CHAUSSEE;33192
B_COU21_A;Rameau;BUS;CHAUSSEE;33550
B_MAZ82_A;Mazeau;BUS;CHAUSSEE;33449
B_HLE24_R;Hôpital Haut Lévêque;BUS;CHAUSSEE_ACCESS;33318
B_VIN05_R;Vincent;BUS;CHAUSSEE;33063
B_JAM91_R;Jamois;BUS;CHAUSSEE;33004
B_LBA49_A;Labatut;BUS;CHAUSSEE;33281
B_TES82_A;5 Chemins;BUS;CHAUSSEE_ACCESS;33200
B_COL49_A;Colette;BUS;CHAUSSEE;33281
B_EDI45_R;Edison;BUS;CHAUSSEE;33063
B_LAR16_R;Lartigue;BUS;CHAUSSEE;33063
B_JEA45_A;Jeanne d'Arc;BUS;CHAUSSEE;33063
B_FLA92_R;Fort Lajard;BUS;CHAUSSEE;33004
B_RAD46_A;Radio;BUS;CHAUSSEE_ACCESS;33318
B_CHO21_R;Chopin;BUS;CHAUSSEE;33550
B_GER37_R;Germignan;BUS;CHAUSSEE;33519
B_CAN84_A;Sarget;BUS;CHAUSSEE;33318
B_CCO08_R;Bouliac Centre Commercial (Gabarre);BUS;CHAUSSEE;33065
B_RUE52_A;Ruet;BUS;CHAUSSEE;33200
B_CUR10_A;Curie;BUS;CHAUSSEE;33167
B_CEN51_R;Cenon Gare;BUS;CHAUSSEE;33119
B_CEN51_A;Cenon Gare;BUS;CHAUSSEE;33119
B_STA45_R;Stalingrad;BUS;CHAUSSEE_ACCESS;33063
B_PMO42_R;Paul Montagne;BUS;CHAUSSEE;33318
B_LAR42_R;Larouillat;BUS;CHAUSSEE;33318
B_FOR42_R;Forestier;BUS;CHAUSSEE;33318
B_BFL40_R;Bois Fleuri;BUS;CHAUSSEE_ACCESS;33249
B_GRA40_R;Gravières;BUS;CHAUSSEE;33249
B_TLAU40;Lauriers;BUS;HS_INTEGRAL;33249
B_PLA40_R;Plaisance;BUS;CHAUSSEE;33119
B_AEY33_A;Avenue d'Eysines;BUS;CHAUSSEE;33063
B_AEY33_R;Avenue d'Eysines;BUS;CHAUSSEE;33063
B_RLA33_A;Rue de Lacanau;BUS;CHAUSSEE;33063
B_RLA33_R;Rue de Lacanau;BUS;CHAUSSEE;33063
B_CBL72_R;Chardons Bleus;BUS;CHAUSSEE;33281
B_PER16_R;Périnot;BUS;CHAUSSEE;33063
B_SUL36_R;Hippodrome;BUS;CHAUSSEE_ACCESS;33162
B_FRA51_R;Fragonard;BUS;CHAUSSEE;33063
B_PCI36_A;Plein Ciel;BUS;CHAUSSEE;33281
B_MAY20_A;Villenave Centre (Pont de la Maye);BUS;QUAI;33550
B_BLE51_A;Bleuets;BUS;CHAUSSEE;33063
B_BOU31_A;Les Aubiers;BUS;CHAUSSEE;33063
B_VER07_A;Vergne;BUS;CHAUSSEE_ACCESS;33065
B_TAB66_R;Abel Gance;BUS;CHAUSSEE;33249
B_LEC54_A;Parc Bordelais;BUS;CHAUSSEE;33069
B_CHO21_A;Chopin;BUS;CHAUSSEE;33550
B_CHAI9_A;Cité Chaigneau;BUS;HS_INTEGRAL;33063
B_14J23_A;14 Juillet;BUS;CHAUSSEE;33039
B_GOI50_A;Goillot;BUS;CHAUSSEE;33281
B_ZAA46_A;Z.A d'Auguste;BUS;CHAUSSEE;33318
B_PES46_A;Parc d'Espagne;BUS;CHAUSSEE;33318
B_BLA46_R;Blayais;BUS;HS_ACCES;HORS_BM
B_FRAT8_A;Fraternité;BUS;CHAUSSEE;33167
B_BOI46_A;Boiron;BUS;CHAUSSEE_ACCESS;33318
B_FOR52_R;La Forêt;BUS;CHAUSSEE;33281
B_MOU42_A;Stade de Moulerens;BUS;CHAUSSEE;33192
B_BAR09_R;Barrière d'Arès;BUS;HS_INTEGRAL;33063
B_MAR50_R;Marronniers;BUS;CHAUSSEE;33281
B_QVI91_R;Quai de Vial (Everite);BUS;HS_SEMI_INTEGRE;33032
B_DUT13_A;Dutertre;BUS;CHAUSSEE_ACCESS;33063
B_TRY02_R;Trégey;BUS;CHAUSSEE;33063
B_REB06_A;Rébédech;BUS;CHAUSSEE;33167
B_PES46_R;Parc d'Espagne;BUS;CHAUSSEE;33318
B_JJA90_A;Jean Jaurès;BUS;CHAUSSEE_ACCESS;33032
B_CAM48_R;Campana;BUS;CHAUSSEE;33281
B_LUM02_A;Frères Lumière;BUS;CHAUSSEE;33039
B_CAY42_R;Prieuré de Cayac;BUS;CHAUSSEE;33192
B_BHA92_A;Béchade;BUS;CHAUSSEE;33004
B_ALO55_A;Aloha;BUS;CHAUSSEE;33519
B_IMH31_A;Imhotep;BUS;CHAUSSEE;33063
B_BRU75_R;Clos des Bruyères;BUS;CHAUSSEE_ACCESS;33281
B_MAR13_A;Marionneau;BUS;CHAUSSEE;33063
B_UCB91_R;U.C.B.B;BUS;HS_SEMI_INTEGRE;33032
B_LUG58_R;Lugat;BUS;CHAUSSEE;33312
B_JJB11_R;Curie;BUS;CHAUSSEE;33063
B_LAC31_A;CAF;BUS;CHAUSSEE;33063
B_PGU09_R;Pont du Guit;BUS;CHAUSSEE;33063
B_LYA24_R;Lyautey;BUS;CHAUSSEE;33318
B_BRA03_A;Quai de Brazza;BUS;CHAUSSEE_ACCESS;33063
B_MEU16_R;Meunier;BUS;CHAUSSEE;33063
B_MFR50_A;Mendès France;BUS;CHAUSSEE;33281
B_CAS57_A;Castillon;BUS;CHAUSSEE;33069
B_LAM92_A;La Motte;BUS;CHAUSSEE_ACCESS;33434
B_HON55_A;Hontane;BUS;CHAUSSEE;33519
B_AQU57_R;Ausone;BUS;CHAUSSEE;33075
B_BEL53_A;Belfort;BUS;CHAUSSEE;33449
B_BAZ75_A;Bazin;BUS;HS_INTEGRAL;33281
B_LIB55_R;Mairie du Taillan Médoc;BUS;CHAUSSEE_ACCESS;33519
B_FOU92_R;Le Fourat;BUS;CHAUSSEE;33004
B_CAR46_A;Carnot;BUS;CHAUSSEE;33318
B_SAU63_R;Sauternes;BUS;CHAUSSEE;33013
B_SBR10_A;St Bruno - Hôtel de Région;BUS;CHAUSSEE;33063
B_BAR30_R;M.A.S Barail;BUS;CHAUSSEE;33281
B_SYB90_R;Sybille;BUS;CHAUSSEE;33032
B_MRL93_A;Merle;BUS;CHAUSSEE;33003
B_ARC44_R;Archimède;BUS;CHAUSSEE_ACCESS;33318
B_GAL92_A;La Galliasse;BUS;CHAUSSEE_ACCESS;33487
B_MAC23_A;Macédo;BUS;CHAUSSEE;33318
B_CAP36_A;Capeyron;BUS;CHAUSSEE;33281
B_MAI91_R;Mairie de St Louis de Montferrand;BUS;CHAUSSEE;33434
B_RCA43_A;Route de Canéjan;BUS;CHAUSSEE;33192
B_VIL42_R;Le Télégraphe;BUS;CHAUSSEE;33192
B_EME07_R;Centre Emetteur;BUS;CHAUSSEE;33065
B_MAL92_A;Malbrède;BUS;HS_SEMI_INTEGRE;33487
B_GUT80_A;Gutenberg;BUS;CHAUSSEE;33318
B_MAT27_R;Mathieu;BUS;CHAUSSEE;33075
B_BAR38_A;Barrès;BUS;HS_INTEGRAL;33063
B_LAM90_R;Lamartine;BUS;CHAUSSEE_ACCESS;33032
B_HCA56_R;Cimbats;BUS;CHAUSSEE;33056
B_PFL36_A;Place Florale;BUS;HS_SEMI_INTEGRE;33162
B_PER53_A;Pericot;BUS;HS_INTEGRAL;33449
B_TER58_A;Terrefort;BUS;CHAUSSEE_ACCESS;33056
B_FDR06_R;Floirac Dravemont;BUS;CHAUSSEE;33167
B_LVL08_A;Lycée Victor Louis;BUS;CHAUSSEE;33522
B_ROC42_A;Rochefort;BUS;CHAUSSEE;33192
B_EGR42_A;Eglise de Gradignan;BUS;CHAUSSEE_ACCESS;33192
B_ORNO43;Stade Ornon;BUS;HS_INTEGRAL;33192
B_CGR43_A;Cimetière de Gradignan;BUS;HS_INTEGRAL;33192
B_LGR42_R;Lycée des Graves;BUS;HS_INTEGRAL;33192
B_AVI57_R;Rue d'Aviau;BUS;VOIE_PROTEGEE;33063
B_PBO54_R;Parc Bordelais;BUS;CHAUSSEE;33063
B_ARC02_A;Jeanne d'Arc;BUS;CHAUSSEE;33039
B_MCE36_R;Mérignac Centre;BUS;CHAUSSEE;33281
B_MNE42_R;Maison Neuve;BUS;CHAUSSEE;33192
B_RPE42_A;Cotor Laburthe;BUS;CHAUSSEE;33192
B_AVU21_R;Avenue de l'Université;BUS;CHAUSSEE_ACCESS;33522
B_NOL92_R;Noliquet;BUS;HS_SEMI_INTEGRE;33004
B_TRO92_A;Troubadis;BUS;CHAUSSEE;33004
B_MIR92_R;Mirambeau;BUS;CHAUSSEE;33004
B_ECO57_R;Emile Combes;BUS;CHAUSSEE;33069
B_TER58_R;Terrefort;BUS;HS_INTEGRAL;33056
B_BOI94_A;Bois Vert;BUS;CHAUSSEE;33003
B_AVI53_R;Allée Vieille;BUS;CHAUSSEE;33449
B_ENG10_R;Enghien;BUS;CHAUSSEE;33063
B_BCH90_A;La Chênaie;BUS;HS_INTEGRAL;33032
B_CXN94_A;La Croix Noire;BUS;CHAUSSEE;33003
B_CHR41_R;Hôpital Pellegrin (entrée Est);BUS;CHAUSSEE;33063
B_MEI95_R;Place Meignan;BUS;CHAUSSEE;33032
B_LAV74_R;Lavoir;BUS;CHAUSSEE;33032
B_RMA58_R;Rue de Macau;BUS;CHAUSSEE;33312
B_LAG56_A;Calypso;BUS;CHAUSSEE;33069
B_MSO01_A;Mérignac Soleil (Porte 4);BUS;CHAUSSEE_ACCESS;33281
B_BAOR9_R;Barrière d'Ornano;BUS;CHAUSSEE_ACCESS;33063
B_AND58_R;La Renney;BUS;CHAUSSEE_ACCESS;33056
B_BSM09_A;Barrière St Médard;BUS;CHAUSSEE;33063
B_BPE09_A;Barrière de Pessac;BUS;CHAUSSEE_ACCESS;33063
B_LAG58_R;Château Dillon;BUS;HS_INTEGRAL;33056
B_V234_A;Village 2;BUS;CHAUSSEE;33318
B_GEO47_R;Boulevard George V;BUS;CHAUSSEE;33063
B_PAN58_A;Pablo Neruda;BUS;CHAUSSEE;33312
B_MIC93_R;Mickaëlis;BUS;CHAUSSEE_ACCESS;33003
B_MIC93_A;Mickaëlis;BUS;CHAUSSEE_ACCESS;33003
B_MHA52_A;Mairie du Haillan;BUS;CHAUSSEE_ACCESS;33200
B_VMA53_A;Village de Magudas;BUS;CHAUSSEE;33449
B_ALA49_A;Ecole Arnaud Lafon;BUS;HS_INTEGRAL;33281
B_REN76_R;Renaudel;BUS;CHAUSSEE;33069
B_ABO94_A;Avenue de Bordeaux;BUS;HS_INTEGRAL;33249
B_PRO63_A;Provinces;BUS;CHAUSSEE;33013
B_VIA07_R;Vialle;BUS;HS_INTEGRAL;33065
B_XAIN9_R;Xaintrailles;BUS;CHAUSSEE;33063
B_DUP03_R;Quai Dupeyron;BUS;CHAUSSEE_ACCESS;33249
B_CMA07_A;Collège Claude Massé;BUS;CHAUSSEE_ACCESS;33003
B_CHP63_R;Charles Perrault;BUS;HS_SEMI_INTEGRE;33013
B_LAL63_A;La Lande;BUS;HS_SEMI_INTEGRE;33013
B_FAU63_R;Fauvettes;BUS;CHAUSSEE_ACCESS;33013
B_RBO58_R;Rue de Bordeaux;BUS;CHAUSSEE_ACCESS;33312
B_EGL58_R;Place de l'Eglise;BUS;CHAUSSEE;33312
B_VER06_R;Versant;BUS;CHAUSSEE;33167
B_RVE58_R;Rue de la Vieille Eglise;BUS;CHAUSSEE;33312
B_PMA92_A;Le Petit Marais;BUS;CHAUSSEE;33487
B_FLA92_A;Fort Lajard;BUS;CHAUSSEE;33004
B_CHE92_R;Beauvais;BUS;CHAUSSEE;33003
B_JOU92_A;Les Prés de Jourdanne;BUS;CHAUSSEE;33434
B_BOU92_R;La Bousquette;BUS;CHAUSSEE;33004
B_BFL32_R;Bois Fleuri;BUS;CHAUSSEE;33249
B_HRE01_R;St Bruno - Hôtel de Région;BUS;CHAUSSEE;33063
B_MEI90_A;Résidence Meignan;BUS;CHAUSSEE_ACCESS;33032
B_LAT58_A;De Lattre de Tassigny;BUS;CHAUSSEE;33056
B_ASO37_R;Avenue de Soulac;BUS;CHAUSSEE;33519
B_SEU51_A;St Seurin;BUS;CHAUSSEE;33063
B_STE52_A;Stade Stéhélin;BUS;CHAUSSEE;33063
B_GRA93_A;Avenue de Grandjean;BUS;CHAUSSEE;33003
B_LAN58_R;Vassivey;BUS;CHAUSSEE;33312
B_MAN09_A;Mandron;BUS;CHAUSSEE_ACCESS;33063
B_MYA58_A;Montoya;BUS;CHAUSSEE;33312
B_ECU57_A;Rue des Ecus;BUS;CHAUSSEE;33069
B_LBL57_A;Louis Blanc;BUS;CHAUSSEE;33069
B_ECO36_A;Rue des Ecoles;BUS;CHAUSSEE;33075
B_TRU36_R;Avenue du Truc;BUS;CHAUSSEE;33281
B_RVE58_A;Rue de la Vieille Eglise;BUS;CHAUSSEE;33312
B_GAL95_A;Maréchal Gallieni;BUS;CHAUSSEE;33096
B_COL49_R;Colette;BUS;CHAUSSEE;33281
B_PCU63_A;Pierre Curie;BUS;CHAUSSEE;33013
B_BOU92_A;La Bousquette;BUS;CHAUSSEE;33004
B_COL58_R;Collège de Blanquefort;BUS;CHAUSSEE;33056
B_DFE55_R;Docteur Férié;BUS;CHAUSSEE;33449
B_ASO37_A;Avenue de Soulac;BUS;CHAUSSEE;33519
B_LAU71_R;Lauba;BUS;CHAUSSEE;33449
B_GRO93_R;Les Garouilles;BUS;CHAUSSEE;33003
B_CHA93_R;Chapelle St Denis;BUS;CHAUSSEE;33003
B_ECH45_A;Les Echoppes;BUS;CHAUSSEE_ACCESS;33318
B_ROU71_A;Rousseau;BUS;CHAUSSEE;33449
B_CFE93_A;Courtefesse;BUS;CHAUSSEE;33003
B_JOF08_A;Maréchal Joffre;BUS;CHAUSSEE_ACCESS;33119
B_BPA93_A;Bout du Parc;BUS;CHAUSSEE;33003
B_TIL93_A;Le Tillac;BUS;CHAUSSEE;33003
B_GUE72_R;Volta;BUS;CHAUSSEE;33281
B_TOU90_R;Toutaud;BUS;CHAUSSEE_ACCESS;33096
B_PIE27_R;Boulevard Pierre 1er;BUS;CHAUSSEE;33069
B_RNEAUX;Les Renardeaux;BUS;VOIE_PROTEGEE;33281
B_MEU90_A;Meunier;BUS;CHAUSSEE;33032
B_CLA75_A;Clarines;BUS;CHAUSSEE;33281
B_NOL92_A;Noliquet;BUS;CHAUSSEE;33004
B_BAR91_A;La Baranquine;BUS;CHAUSSEE_ACCESS;33032
B_PTE58_A;Le Printemps;BUS;CHAUSSEE;33312
B_DUF91_A;Dufresne;BUS;CHAUSSEE;33004
B_MFO94_R;Maréchal Foch;BUS;CHAUSSEE;33003
B_FLU56_A;Frères Lumière;BUS;CHAUSSEE_ACCESS;33162
B_JCB92_A;Bourdieu;BUS;CHAUSSEE;33096
B_AUS95_R;Ausone;BUS;CHAUSSEE;33096
B_GEP36_R;Collège Gérard Philipe;BUS;CHAUSSEE;33318
B_MIM03_A;Mimosas;BUS;CHAUSSEE;33249
B_DOR05_R;Dorgelès;BUS;CHAUSSEE_ACCESS;33063
B_TEM94_R;Templiers;BUS;CHAUSSEE;33003
B_FLE57_R;Fleuranceau;BUS;CHAUSSEE;33075
B_PGA57_R;Pont du Gail;BUS;CHAUSSEE;33075
B_ADM57_R;Centre Administratif;BUS;CHAUSSEE;33069
B_MAR57_R;Gare de Bruges;BUS;CHAUSSEE_ACCESS;33075
B_TER95_A;Tertre;BUS;CHAUSSEE;33096
B_MIT92_A;Mitterrand;BUS;CHAUSSEE;33096
B_ALL40_A;Allende;BUS;CHAUSSEE_ACCESS;33522
B_PJUST;Palais de Justice;BUS;TERMINUS;33063
B_VAN03_R;Van Gogh;BUS;CHAUSSEE_ACCESS;33376
B_EGS82_R;Eglise de St Aubin;BUS;CHAUSSEE_ACCESS;33376
B_BLU16_R;Léon Blum;BUS;CHAUSSEE;33281
B_GAF16_R;G. Fauré;BUS;CHAUSSEE;33281
B_UNIT46;Unitec;BUS;CHAUSSEE;33318
B_LYH21_A;Lycée Hôtelier;BUS;CHAUSSEE_ACCESS;33522
B_INR34_A;INRA;BUS;CHAUSSEE;33550
B_JSI21_R;Jules Simon;BUS;CHAUSSEE;33550
B_CME92_R;Clemenceau;BUS;CHAUSSEE;33032
B_PEG92_R;Péguy;BUS;CHAUSSEE;33032
B_BEL92_A;Belloc;BUS;CHAUSSEE_ACCESS;33003
B_CIB92_R;Cité Bel Air;BUS;CHAUSSEE;33003
B_ESP92_R;Espagnet;BUS;CHAUSSEE_ACCESS;33434
B_STS93_A;St Sever;BUS;CHAUSSEE;33003
B_DROY93;Du Roy;BUS;HS_INTEGRAL;33003
B_VIV94_A;Vivaldi;BUS;CHAUSSEE;33003
B_BRO94_A;Broustey;BUS;CHAUSSEE;33003
B_GAR77_R;Gare de Parempuyre;BUS;CHAUSSEE_ACCESS;33312
B_PEY77_A;Peybois;BUS;HS_INTEGRAL;33056
B_MOR77_A;Cora Morton;BUS;CHAUSSEE;33056
B_DUM77_A;Dumas;BUS;CHAUSSEE;33056
B_GIL77_R;Gilamon;BUS;CHAUSSEE;33056
B_VAS77_A;Parc des Oliviers;BUS;CHAUSSEE;33312
B_GES82_A;Berles;BUS;CHAUSSEE_ACCESS;33200
B_DEL37_R;Collège F.Mauriac;BUS;CHAUSSEE;33449
B_HOR52_R;Ecole d'horticulture;BUS;CHAUSSEE_ACCESS;33162
B_PLA52_A;Lycée de la Plaine;BUS;CHAUSSEE;33162
B_BOE37_R;La Boétie;BUS;CHAUSSEE;33519
B_MAL27_R;Malraux;BUS;CHAUSSEE;33075
B_GLA71_R;Glaena;BUS;CHAUSSEE;33449
B_GLA71_A;Glaena;BUS;CHAUSSEE;33449
B_LAG37_R;Lycée Agricole;BUS;HS_INTEGRAL;33056
B_CAN77_R;Canteret;BUS;CHAUSSEE;33056
B_PSJ08_A;Pont St Jean;BUS;CHAUSSEE;33063
B_MCE62_R;Mairie de Cenon;BUS;CHAUSSEE_ACCESS;33119
B_LAU90_A;Lauriers;BUS;CHAUSSEE;33249
B_ORN43T;Stade Ornon;BUS;VOIE_PROTEGEE;33192
B_TUN43;Unitec;BUS;HS_INTEGRAL;33318
B_BGEN9_A;Barrière St Genès;BUS;CHAUSSEE_ACCESS;33063
B_QMUN01;Quinconces;BUS;CHAUSSEE;33063
B_PAI20_R;Pont de la Maye;BUS;CHAUSSEE;33550
B_ARFO64;Fontderode;BUS;CHAUSSEE;33013
B_FOR19_A;Forum;BUS;CHAUSSEE;33522
B_ASP37_A;Antennes Sportives;BUS;CHAUSSEE;33063
B_PMA36_A;Parc de Mandavit;BUS;CHAUSSEE;33192
B_VIC22_R;Victoire (Marne);BUS;CHAUSSEE;33063
B_PCA02_A;Piscine Galin;BUS;CHAUSSEE;33063
B_LSME37;Lycée Sud Médoc;BUS;VOIE_PROTEGEE;33376
B_FRAT8_R;Fraternité;BUS;CHAUSSEE;33167
B_LUZ15_A;Luze;BUS;CHAUSSEE;33063
B_PME50_R;Gambetta Mériadeck;BUS;CHAUSSEE;33063
B_PAR32_A;Parc Municipal;BUS;CHAUSSEE;33167
B_MAL18_A;Malartic;BUS;CHAUSSEE;33192
B_CLLO66;Clairière de Lormont;BUS;CHAUSSEE;33249
B_LOR66_R;Lormont Village;BUS;CHAUSSEE;33249
B_CAS66_R;La Cascade;BUS;CHAUSSEE;33013
B_LISS62;Lissandre;BUS;HS_INTEGRAL;33249
B_MES95_A;Mesquita;BUS;CHAUSSEE;33096
B_SAU11_R;St Augustin;BUS;CHAUSSEE;33063
B_PEP77_R;Pépinières;BUS;CHAUSSEE;33056
B_LSM53_A;Lycée Sud Médoc;BUS;CHAUSSEE;33376
B_EPI66_A;Epis;BUS;CHAUSSEE;33013
B_RMA36_A;Manaud;BUS;CHAUSSEE_ACCESS;33075
B_RPA08_A;RPA Gambetta;BUS;CHAUSSEE;33167
B_GEN53_R;Genêts;BUS;CHAUSSEE;33376
B_FCHAUX_R;Four à Chaux;BUS;CHAUSSEE;33519
B_JZAY6_A;Jean Zay;BUS;CHAUSSEE_ACCESS;33119
B_JZAY6_R;Jean Zay;BUS;CHAUSSEE_ACCESS;33119
B_LAR01_A;Parc Peyandreau;BUS;CHAUSSEE;33281
B_CHE58_A;Gare de Parempuyre;BUS;CHAUSSEE_ACCESS;33312
B_LAB70_A;Grattequina;BUS;CHAUSSEE;33312
B_LAB70_R;Grattequina;BUS;CHAUSSEE;33312
B_ZAL44_A;Cazalet;BUS;CHAUSSEE;33318
B_PCE46_A;Pessac Centre (Trendel);BUS;CHAUSSEE;33318
B_PCE46_R;Pessac Centre (Trendel);BUS;CHAUSSEE;33318
B_LAN46_R;Flandres;BUS;CHAUSSEE;33318
B_STM47_A;Ste Marie;BUS;CHAUSSEE;33318
B_PCE81_R;Pessac Centre;BUS;CHAUSSEE;33318
B_CCE81_A;Les Fauvettes;BUS;CHAUSSEE;33281
B_11N81_R;Place du 11 Novembre;BUS;CHAUSSEE_ACCESS;33281
B_BIS39_R;Stade Cruchon;BUS;CHAUSSEE;33281
B_PAL30_A;Grange Noire (Volta);BUS;CHAUSSEE_ACCESS;33281
B_FET82_R;Feydit;BUS;CHAUSSEE;33449
B_CRO03_A;Croix Vieille;BUS;CHAUSSEE_ACCESS;33376
B_CRO03_R;Croix Vieille;BUS;CHAUSSEE_ACCESS;33376
B_VIG71_A;Vignalot;BUS;CHAUSSEE;33449
B_VIG71_R;Vignalot;BUS;CHAUSSEE;33449
B_SIE71_R;Sieyès;BUS;CHAUSSEE;33449
B_PAU22_R;St Paulin;BUS;CHAUSSEE;33039
B_PAS90_A;Pasteur;BUS;CHAUSSEE;33032
B_CAUM5_A;Côte de Caumont;BUS;CHAUSSEE;33167
B_LAF23_R;Lafontaine;BUS;CHAUSSEE;33063
B_KER20_R;Kergomard;BUS;CHAUSSEE;33063
B_CLE52_A;Clemenceau;BUS;CHAUSSEE;33200
B_LES56_R;Glen Ellyn;BUS;CHAUSSEE_ACCESS;33069
B_CUR24_R;Curie;BUS;CHAUSSEE;33318
B_SAT06_A;Satie;BUS;CHAUSSEE;33167
B_STR45_A;Strasbourg;BUS;CHAUSSEE;33063
B_TAR93_R;Tarrey;BUS;CHAUSSEE;33003
B_PCA72_R;Frères Robinson;BUS;CHAUSSEE;33281
B_BLA27_A;Chanzy;BUS;CHAUSSEE;33069
B_BOU03_R;Bouthier;BUS;HS_ACCES;33063
B_MMQ10_A;Montaigne - Montesquieu;BUS;CHAUSSEE;33318
B_EIF44_A;Eiffel;BUS;CHAUSSEE;33318
B_MAR05_A;Cenon Marègue;BUS;SURELEVE;33119
B_CAM48_A;Campana;BUS;CHAUSSEE;33281
B_LAB93_A;La Blanche;BUS;CHAUSSEE;33003
B_TAF20_A;Taffanel;BUS;HS_INTEGRAL;33063
B_TEC67_A;Techeney;BUS;CHAUSSEE;33013
B_ZIC46_A;Z.I de Cestas;BUS;CHAUSSEE;33318
B_FON49_A;MSF;BUS;CHAUSSEE_ACCESS;33281
B_CED06_A;Cèdres;BUS;CHAUSSEE;33167
B_LAC93_R;La Cabanne;BUS;CHAUSSEE;33003
B_BEA46_A;Beauséjour;BUS;CHAUSSEE_ACCESS;33318
B_PRO75_R;Procession;BUS;CHAUSSEE_ACCESS;33281
B_MON10_A;Mondenard;BUS;CHAUSSEE;33063
B_LUM02_R;Frères Lumière;BUS;CHAUSSEE;33039
B_ANT52_A;Antoune;BUS;CHAUSSEE;33162
B_TIVO9_A;Tivoli;BUS;CHAUSSEE_ACCESS;33063
B_MAD84_R;Madran;BUS;CHAUSSEE;33318
B_MIR64_A;Mirail;BUS;CHAUSSEE;33013
B_EMI42_A;Edouard Michel;BUS;CHAUSSEE;33192
B_GAD30_A;Gadret;BUS;CHAUSSEE;33449
B_LAF40_R;Résidence Coppélia;BUS;HS_INTEGRAL;33522
B_RPI53_R;Route de Picot;BUS;HS_ACCES;33376
B_ANO53_A;Allée du Nord;BUS;CHAUSSEE;33376
B_TPINS;Pinsoles;BUS;CHAUSSEE;33376
B_RJA53_A;Jean Jaurès;BUS;CHAUSSEE_ACCESS;33200
B_MIN71_A;Clairière de Mingot;BUS;CHAUSSEE_ACCESS;33449
B_ACA82_A;Avenue de Capeyron;BUS;CHAUSSEE_ACCESS;33449
B_ACA82_R;Avenue de Capeyron;BUS;CHAUSSEE;33449
B_MOC53_R;Moulin de Caupian;BUS;CHAUSSEE_ACCESS;33449
B_CAP36_R;Capeyron;BUS;HS_INTEGRAL;33281
B_TAN02_R;Tandonnet;BUS;CHAUSSEE;33039
B_RBE75_R;Résidence Beausite;BUS;CHAUSSEE_ACCESS;33281
B_LAF40_A;Résidence Coppélia;BUS;HS_INTEGRAL;33522
B_AVE36_A;Avenue de l'Europe;BUS;CHAUSSEE;33075
B_DUC36_R;Ducasse;BUS;CHAUSSEE;33075
B_DUC36_A;Ducasse;BUS;CHAUSSEE;33075
B_ECO36_R;Rue des Ecoles;BUS;CHAUSSEE;33075
B_CNO36_A;Cimetière Nord;BUS;HS_SEMI_INTEGRE;33075
B_URS36_A;URSSAF;BUS;CHAUSSEE;33075
B_EGA12_A;Eglise St Augustin;BUS;CHAUSSEE;33063
B_GRA12_A;La Grappe d'Or;BUS;CHAUSSEE_ACCESS;33281
B_HAK12_R;Bir Hakeim;BUS;CHAUSSEE;33281
B_GAL12_R;Maréchal Gallieni;BUS;CHAUSSEE;33281
B_JJB11_A;Curie;BUS;HS_INTEGRAL;33063
B_VAU43_A;Vaucouleurs;BUS;CHAUSSEE_ACCESS;33063
B_NOE48_R;Collège Noès;BUS;CHAUSSEE;33318
B_BGO15_R;Grand Parc;BUS;CHAUSSEE;33063
B_TRE15_R;Trébod;BUS;CHAUSSEE;33063
B_EGC51_A;Eglise de Caudéran;BUS;CHAUSSEE;33063
B_PBA51_A;Barbusse;BUS;CHAUSSEE;33281
B_CAR51_R;Carton;BUS;CHAUSSEE;33063
B_STE51_R;Stade Stéhélin;BUS;CHAUSSEE;33063
B_FEL22_A;Fellonneau;BUS;CHAUSSEE;33039
B_PNERU;Collège Pablo Neruda;BUS;VOIE_PROTEGEE;33039
B_EGB23_A;Eglise de Bègles;BUS;CHAUSSEE_ACCESS;33039
B_MBE23_R;Mairie de Bègles;BUS;CHAUSSEE;33039
B_PEL23_R;Pelleport;BUS;CHAUSSEE;33063
B_FSO48_A;Alphonse Dupeux;BUS;CHAUSSEE;33063
B_PNI48_A;Passage à niveau;BUS;CHAUSSEE_ACCESS;33281
B_AGA48_R;Avenue Gambetta;BUS;CHAUSSEE;33281
B_DUP40_A;Duplantier;BUS;CHAUSSEE;33522
B_MON40_A;Montherlant;BUS;CHAUSSEE_ACCESS;33522
B_THO41_R;Piscine de Thouars;BUS;CHAUSSEE_ACCESS;33522
B_CTH41_R;Château de Thouars;BUS;CHAUSSEE_ACCESS;33522
B_CTH41_A;Château de Thouars;BUS;CHAUSSEE_ACCESS;33522
B_CMO41_R;Croix de Monjous;BUS;CHAUSSEE_ACCESS;33192
B_AIR80_R;Les Airelles;BUS;CHAUSSEE;33192
B_CAM80_R;Les Campanules;BUS;CHAUSSEE_ACCESS;33192
B_BRU80_A;Les Brunelles;BUS;CHAUSSEE;33192
B_GAZ38_R;Peyronneaud;BUS;CHAUSSEE_ACCESS;33063
B_GAU01_R;Gaussen;BUS;CHAUSSEE_ACCESS;33063
B_NPE35_A;Nancel Pénard;BUS;CHAUSSEE;33318
